Trie constructed
shortlist size: 100
Word counts size: 6527614
Token set size: 0
Empty token set size selected -> all possible substrings with...
Max token size: 60
Min. word count: 1
Final candidate token set size: 97870366
Initial setup phase: 289052 ms
1. |Ġ [c4 a0 ] | 3145729921  | 35683 ms | 52361 ms | num. checks: 97870366
78. |ut [75 74 ] | 31584291  | 70 ms | 506 ms | num. checks: 8
79. |ow [6f 77 ] | 30907050  | 87 ms | 230 ms | num. checks: 6
80. |Ġwas [c4 a0 77 61 73 ] | 30756916  | 84 ms | 87 ms | num. checks: 5
81. |ĠC [c4 a0 43 ] | 30653801  | 0 ms | 1172 ms | num. checks: 0
82. |Ġan [c4 a0 61 6e ] | 30494050  | 0 ms | 123 ms | num. checks: 0
83. |ĠA [c4 a0 41 ] | 30287963  | 0 ms | 1078 ms | num. checks: 0
84. |Ġas [c4 a0 61 73 ] | 29488251  | 0 ms | 27 ms | num. checks: 0
85. |Ġ1 [c4 a0 31 ] | 29259891  | 0 ms | 178 ms | num. checks: 0
86. |Ġpro [c4 a0 70 72 6f ] | 28556375  | 136 ms | 211 ms | num. checks: 100
87. |Ġcomp [c4 a0 63 6f 6d 70 ] | 28066902  | 0 ms | 16 ms | num. checks: 0
88. |Ġcell [c4 a0 63 65 6c 6c ] | 28033202  | 0 ms | 5 ms | num. checks: 0
89. |ĠS [c4 a0 53 ] | 27839221  | 0 ms | 805 ms | num. checks: 0
90. |Ġo [c4 a0 6f ] | 27804285  | 0 ms | 97 ms | num. checks: 0
91. |Ġfrom [c4 a0 66 72 6f 6d ] | 27762184  | 0 ms | 1 ms | num. checks: 0
92. |Ġ2 [c4 a0 32 ] | 27632850  | 0 ms | 197 ms | num. checks: 0
93. |Ġv [c4 a0 76 ] | 26796395  | 117 ms | 227 ms | num. checks: 100
94. |ter [74 65 72 ] | 26458780  | 104 ms | 493 ms | num. checks: 100
95. |). [29 2e ] | 26237623  | 0 ms | 9 ms | num. checks: 0
96. |Ġexp [c4 a0 65 78 70 ] | 26187748  | 68 ms | 80 ms | num. checks: 100
97. |Ġis [c4 a0 69 73 ] | 26012153  | 0 ms | 31 ms | num. checks: 0
98. |ated [61 74 65 64 ] | 25850336  | 13 ms | 141 ms | num. checks: 1
99. |Ġbetween [c4 a0 62 65 74 77 65 65 6e ] | 25763852  | 66 ms | 67 ms | num. checks: 100
100. |em [65 6d ] | 25631370  | 33 ms | 550 ms | num. checks: 1
101. |ĠT [c4 a0 54 ] | 25409556  | 66 ms | 862 ms | num. checks: 100
102. |ĠI [c4 a0 49 ] | 25210663  | 0 ms | 258 ms | num. checks: 0
103. |ec [65 63 ] | 25193313  | 27 ms | 333 ms | num. checks: 1
104. |Ġal [c4 a0 61 6c ] | 25185370  | 61 ms | 110 ms | num. checks: 16
105. |sion [73 69 6f 6e ] | 24705174  | 34 ms | 92 ms | num. checks: 2
106. |um [75 6d ] | 24496673  | 72 ms | 585 ms | num. checks: 12
107. |Ġst [c4 a0 73 74 ] | 23887418  | 62 ms | 114 ms | num. checks: 10
108. |ab [61 62 ] | 23686638  | 60 ms | 466 ms | num. checks: 7
109. |am [61 6d ] | 23451833  | 101 ms | 907 ms | num. checks: 100
110. |od [6f 64 ] | 23148914  | 54 ms | 448 ms | num. checks: 6
111. |th [74 68 ] | 23131468  | 49 ms | 532 ms | num. checks: 6
112. |ect [65 63 74 ] | 23064097  | 86 ms | 234 ms | num. checks: 100
113. |Ġthat [c4 a0 74 68 61 74 ] | 22727235  | 36 ms | 39 ms | num. checks: 5
114. |Ġwhich [c4 a0 77 68 69 63 68 ] | 22603044  | 0 ms | 0 ms | num. checks: 0
115. |st [73 74 ] | 22587844  | 33 ms | 465 ms | num. checks: 1
116. |Ġhave [c4 a0 68 61 76 65 ] | 22414578  | 81 ms | 82 ms | num. checks: 100
117. |Ġbe [c4 a0 62 65 ] | 22349243  | 0 ms | 12 ms | num. checks: 0
118. |Ġon [c4 a0 6f 6e ] | 22306695  | 0 ms | 10 ms | num. checks: 0
119. |ĠP [c4 a0 50 ] | 22014348  | 0 ms | 668 ms | num. checks: 0
120. |ity [69 74 79 ] | 21858364  | 9 ms | 177 ms | num. checks: 1
121. |Ġgroup [c4 a0 67 72 6f 75 70 ] | 21767340  | 0 ms | 1 ms | num. checks: 0
122. |port [70 6f 72 74 ] | 21550068  | 68 ms | 97 ms | num. checks: 100
123. |ure [75 72 65 ] | 21547144  | 48 ms | 157 ms | num. checks: 5
124. |if [69 66 ] | 21138019  | 67 ms | 371 ms | num. checks: 100
125. |ag [61 67 ] | 20825179  | 82 ms | 963 ms | num. checks: 100
126. |ical [69 63 61 6c ] | 20757045  | 18 ms | 205 ms | num. checks: 2
127. |ive [69 76 65 ] | 20613596  | 88 ms | 209 ms | num. checks: 100
128. |Ġtreatment [c4 a0 74 72 65 61 74 6d 65 6e 74 ] | 20415852  | 62 ms | 64 ms | num. checks: 3
129. |op [6f 70 ] | 20241515  | 49 ms | 882 ms | num. checks: 2
130. |oc [6f 63 ] | 20031147  | 163 ms | 655 ms | num. checks: 100
131. |Ġinclud [c4 a0 69 6e 63 6c 75 64 ] | 19840828  | 90 ms | 93 ms | num. checks: 11
132. |ate [61 74 65 ] | 19623624  | 21 ms | 281 ms | num. checks: 1
133. |Ġby [c4 a0 62 79 ] | 19263300  | 74 ms | 79 ms | num. checks: 100
134. |Ġtrans [c4 a0 74 72 61 6e 73 ] | 19210047  | 0 ms | 40 ms | num. checks: 0
135. |ir [69 72 ] | 19206907  | 28 ms | 343 ms | num. checks: 1
136. |Ġsu [c4 a0 73 75 ] | 19178821  | 63 ms | 159 ms | num. checks: 5
137. |ĠM [c4 a0 4d ] | 19040900  | 0 ms | 676 ms | num. checks: 0
138. |ib [69 62 ] | 18872678  | 24 ms | 307 ms | num. checks: 1
139. |Ġres [c4 a0 72 65 73 ] | 18701247  | 22 ms | 41 ms | num. checks: 2
140. |ist [69 73 74 ] | 18626652  | 52 ms | 301 ms | num. checks: 100
141. |Ġanalysis [c4 a0 61 6e 61 6c 79 73 69 73 ] | 18341640  | 48 ms | 48 ms | num. checks: 100
142. |qu [71 75 ] | 17715969  | 11 ms | 234 ms | num. checks: 2
143. |ver [76 65 72 ] | 17601685  | 45 ms | 192 ms | num. checks: 7
144. |Ġor [c4 a0 6f 72 ] | 17510755  | 71 ms | 99 ms | num. checks: 5
145. |og [6f 67 ] | 17310295  | 32 ms | 551 ms | num. checks: 1
146. |Ġperform [c4 a0 70 65 72 66 6f 72 6d ] | 17206052  | 0 ms | 1 ms | num. checks: 0
147. |ĠH [c4 a0 48 ] | 17205945  | 36 ms | 408 ms | num. checks: 2
148. |ial [69 61 6c ] | 17097321  | 10 ms | 185 ms | num. checks: 1
149. |Ġincreas [c4 a0 69 6e 63 72 65 61 73 ] | 17021019  | 56 ms | 57 ms | num. checks: 100
150. |Ġeffect [c4 a0 65 66 66 65 63 74 ] | 17008602  | 0 ms | 1 ms | num. checks: 0
151. |est [65 73 74 ] | 16820587  | 63 ms | 219 ms | num. checks: 4
152. |ac [61 63 ] | 16582110  | 49 ms | 938 ms | num. checks: 3
153. |ant [61 6e 74 ] | 16569421  | 56 ms | 292 ms | num. checks: 100
154. |Ġus [c4 a0 75 73 ] | 16295592  | 30 ms | 34 ms | num. checks: 4
155. |red [72 65 64 ] | 16211483  | 7 ms | 88 ms | num. checks: 1
156. |ĠF [c4 a0 46 ] | 16197904  | 59 ms | 328 ms | num. checks: 100
157. |ay [61 79 ] | 16118037  | 17 ms | 169 ms | num. checks: 1
158. |Ġlevel [c4 a0 6c 65 76 65 6c ] | 16006218  | 0 ms | 0 ms | num. checks: 0
159. |Ġat [c4 a0 61 74 ] | 16001182  | 57 ms | 79 ms | num. checks: 5
160. |ain [61 69 6e ] | 15949350  | 10 ms | 86 ms | num. checks: 2
161. |ies [69 65 73 ] | 15907538  | 55 ms | 178 ms | num. checks: 3
162. |Ġr [c4 a0 72 ] | 15879969  | 56 ms | 140 ms | num. checks: 100
163. |ad [61 64 ] | 15735295  | 43 ms | 545 ms | num. checks: 1
164. |Ġshow [c4 a0 73 68 6f 77 ] | 15592060  | 42 ms | 43 ms | num. checks: 100
165. |duc [64 75 63 ] | 15498322  | 0 ms | 29 ms | num. checks: 0
166. |her [68 65 72 ] | 15265845  | 45 ms | 172 ms | num. checks: 100
167. |ip [69 70 ] | 15213452  | 142 ms | 548 ms | num. checks: 100
168. |Ġare [c4 a0 61 72 65 ] | 14982314  | 0 ms | 3 ms | num. checks: 1
169. |00 [30 30 ] | 14586760  | 0 ms | 566 ms | num. checks: 0
170. |ĠD [c4 a0 44 ] | 14505227  | 58 ms | 459 ms | num. checks: 100
171. |Ġde [c4 a0 64 65 ] | 14309629  | 0 ms | 65 ms | num. checks: 0
172. |ult [75 6c 74 ] | 14250410  | 7 ms | 124 ms | num. checks: 1
173. |  [c2 a0 ] | 14221129  | 0 ms | 1 ms | num. checks: 0
174. |Ġch [c4 a0 63 68 ] | 14217276  | 12 ms | 102 ms | num. checks: 2
175. |ment [6d 65 6e 74 ] | 14212726  | 10 ms | 112 ms | num. checks: 1
176. |Ġobserv [c4 a0 6f 62 73 65 72 76 ] | 14180468  | 54 ms | 56 ms | num. checks: 100
177. |ight [69 67 68 74 ] | 14021360  | 54 ms | 90 ms | num. checks: 100
178. |te [74 65 ] | 13659580  | 32 ms | 274 ms | num. checks: 4
179. |ore [6f 72 65 ] | 13636290  | 95 ms | 217 ms | num. checks: 100
180. |ess [65 73 73 ] | 13620870  | 61 ms | 182 ms | num. checks: 100
181. |ers [65 72 73 ] | 13598674  | 59 ms | 242 ms | num. checks: 6
182. |Ġapp [c4 a0 61 70 70 ] | 13493600  | 62 ms | 71 ms | num. checks: 5
183. |ĠB [c4 a0 42 ] | 13411663  | 0 ms | 488 ms | num. checks: 0
184. |Ġim [c4 a0 69 6d ] | 13292279  | 0 ms | 66 ms | num. checks: 0
185. |und [75 6e 64 ] | 13228295  | 7 ms | 117 ms | num. checks: 1
186. |), [29 2c ] | 13212413  | 0 ms | 7 ms | num. checks: 0
187. |se [73 65 ] | 13182503  | 47 ms | 260 ms | num. checks: 100
188. |ĠR [c4 a0 52 ] | 13165208  | 41 ms | 392 ms | num. checks: 100
189. |ine [69 6e 65 ] | 12843181  | 26 ms | 417 ms | num. checks: 1
190. |ĠN [c4 a0 4e ] | 12665372  | 38 ms | 374 ms | num. checks: 100
191. |iz [69 7a ] | 12655080  | 33 ms | 346 ms | num. checks: 100
192. |Ġad [c4 a0 61 64 ] | 12398358  | 6 ms | 35 ms | num. checks: 2
193. |Ġex [c4 a0 65 78 ] | 12348631  | 0 ms | 42 ms | num. checks: 0
194. |Ġprevious [c4 a0 70 72 65 76 69 6f 75 73 ] | 12308780  | 0 ms | 0 ms | num. checks: 0
195. |ould [6f 75 6c 64 ] | 12269078  | 16 ms | 20 ms | num. checks: 3
196. |Ġcontrol [c4 a0 63 6f 6e 74 72 6f 6c ] | 12261594  | 0 ms | 1 ms | num. checks: 0
197. |act [61 63 74 ] | 12228793  | 14 ms | 362 ms | num. checks: 1
198. |Ġ201 [c4 a0 32 30 31 ] | 12218966  | 0 ms | 64 ms | num. checks: 0
199. |Ġ3 [c4 a0 33 ] | 12115006  | 32 ms | 116 ms | num. checks: 100
200. |Ġfollow [c4 a0 66 6f 6c 6c 6f 77 ] | 12073467  | 0 ms | 0 ms | num. checks: 0
201. |ĠE [c4 a0 45 ] | 11963619  | 46 ms | 373 ms | num. checks: 100
202. |Ġse [c4 a0 73 65 ] | 11950464  | 0 ms | 19 ms | num. checks: 0
203. |ĠIn [c4 a0 49 6e ] | 11842492  | 0 ms | 93 ms | num. checks: 0
204. |Ġassoci [c4 a0 61 73 73 6f 63 69 ] | 11713359  | 22 ms | 23 ms | num. checks: 100
205. |Ġpartic [c4 a0 70 61 72 74 69 63 ] | 11437230  | 70 ms | 73 ms | num. checks: 100
206. |Ġwh [c4 a0 77 68 ] | 11418996  | 0 ms | 5 ms | num. checks: 0
207. |Ġdata [c4 a0 64 61 74 61 ] | 11406942  | 0 ms | 0 ms | num. checks: 0
208. |dition [64 69 74 69 6f 6e ] | 11393128  | 13 ms | 22 ms | num. checks: 100
209. |ase [61 73 65 ] | 11245229  | 9 ms | 132 ms | num. checks: 1
210. |Ġalso [c4 a0 61 6c 73 6f ] | 11242942  | 54 ms | 54 ms | num. checks: 100
211. |ugh [75 67 68 ] | 11159094  | 0 ms | 16 ms | num. checks: 0
212. |ph [70 68 ] | 11088769  | 110 ms | 750 ms | num. checks: 100
213. |Ġnot [c4 a0 6e 6f 74 ] | 10364375  | 83 ms | 87 ms | num. checks: 400
214. |Ġac [c4 a0 61 63 ] | 10345167  | 0 ms | 45 ms | num. checks: 0
215. |ion [69 6f 6e ] | 10300089  | 21 ms | 190 ms | num. checks: 100
216. |ations [61 74 69 6f 6e 73 ] | 10155379  | 59 ms | 141 ms | num. checks: 100
217. |ence [65 6e 63 65 ] | 10142432  | 44 ms | 102 ms | num. checks: 3
218. |pt [70 74 ] | 10120531  | 57 ms | 230 ms | num. checks: 2
219. |ĠG [c4 a0 47 ] | 10076540  | 45 ms | 1033 ms | num. checks: 1
220. |Ġdiagnos [c4 a0 64 69 61 67 6e 6f 73 ] | 10045408  | 0 ms | 1 ms | num. checks: 0
221. |end [65 6e 64 ] | 10044805  | 14 ms | 176 ms | num. checks: 100
222. |Ġpatient [c4 a0 70 61 74 69 65 6e 74 ] | 9965118  | 20 ms | 21 ms | num. checks: 45
223. |Ġafter [c4 a0 61 66 74 65 72 ] | 9827966  | 0 ms | 1 ms | num. checks: 0
224. |pl [70 6c ] | 9814723  | 13 ms | 170 ms | num. checks: 1
225. |Ġrespectively [c4 a0 72 65 73 70 65 63 74 69 76 65 6c 79 ] | 9789830  | 0 ms | 0 ms | num. checks: 0
226. |ear [65 61 72 ] | 9770215  | 49 ms | 93 ms | num. checks: 100
227. |Ġfunction [c4 a0 66 75 6e 63 74 69 6f 6e ] | 9750306  | 0 ms | 1 ms | num. checks: 0
228. |Ġclinical [c4 a0 63 6c 69 6e 69 63 61 6c ] | 9675867  | 0 ms | 1 ms | num. checks: 1
229. |Ġhigh [c4 a0 68 69 67 68 ] | 9659418  | 0 ms | 2 ms | num. checks: 0
230. |Ġstudy [c4 a0 73 74 75 64 79 ] | 9641025  | 31 ms | 32 ms | num. checks: 100
231. |able [61 62 6c 65 ] | 9630919  | 8 ms | 65 ms | num. checks: 1
232. |Ġdis [c4 a0 64 69 73 ] | 9614787  | 11 ms | 43 ms | num. checks: 100
233. |Ġdevelop [c4 a0 64 65 76 65 6c 6f 70 ] | 9438999  | 0 ms | 1 ms | num. checks: 0
234. |Ġet [c4 a0 65 74 ] | 9411440  | 0 ms | 4 ms | num. checks: 0
235. |ĠL [c4 a0 4c ] | 9345727  | 46 ms | 385 ms | num. checks: 100
236. |Ġ[ [c4 a0 5b ] | 9342802  | 0 ms | 2 ms | num. checks: 0
237. |Ġthis [c4 a0 74 68 69 73 ] | 9316775  | 0 ms | 0 ms | num. checks: 0
238. |ge [67 65 ] | 9311079  | 23 ms | 119 ms | num. checks: 42
239. |Ġwe [c4 a0 77 65 ] | 9258593  | 45 ms | 50 ms | num. checks: 100
240. |ia [69 61 ] | 9254666  | 38 ms | 465 ms | num. checks: 1
241. |Ġindividual [c4 a0 69 6e 64 69 76 69 64 75 61 6c ] | 9240840  | 0 ms | 1 ms | num. checks: 0
242. |Ġother [c4 a0 6f 74 68 65 72 ] | 9203612  | 0 ms | 0 ms | num. checks: 0
243. |Ġactiv [c4 a0 61 63 74 69 76 ] | 9169426  | 37 ms | 39 ms | num. checks: 100
244. |and [61 6e 64 ] | 9055225  | 30 ms | 298 ms | num. checks: 100
245. |– [e2 80 93 ] | 9033395  | 0 ms | 5 ms | num. checks: 0
246. |Ġsp [c4 a0 73 70 ] | 9023799  | 24 ms | 64 ms | num. checks: 100
247. |Ġne [c4 a0 6e 65 ] | 8870733  | 0 ms | 65 ms | num. checks: 0
248. |ĠW [c4 a0 57 ] | 8868509  | 0 ms | 157 ms | num. checks: 0
249. |ve [76 65 ] | 8855038  | 10 ms | 84 ms | num. checks: 1
250. |Ġsystem [c4 a0 73 79 73 74 65 6d ] | 8823087  | 17 ms | 19 ms | num. checks: 100
251. |Ġcells [c4 a0 63 65 6c 6c 73 ] | 8779951  | 0 ms | 1 ms | num. checks: 0
252. |ary [61 72 79 ] | 8770014  | 0 ms | 103 ms | num. checks: 0
253. |yp [79 70 ] | 8765329  | 38 ms | 248 ms | num. checks: 100
254. |ren [72 65 6e ] | 8741335  | 24 ms | 175 ms | num. checks: 100
255. |Ġcan [c4 a0 63 61 6e ] | 8635412  | 18 ms | 25 ms | num. checks: 6
256. |ost [6f 73 74 ] | 8618630  | 13 ms | 208 ms | num. checks: 1
257. |Ġhealth [c4 a0 68 65 61 6c 74 68 ] | 8604687  | 20 ms | 22 ms | num. checks: 4
258. |ast [61 73 74 ] | 8599191  | 0 ms | 186 ms | num. checks: 0
259. |Ġvari [c4 a0 76 61 72 69 ] | 8586714  | 4 ms | 7 ms | num. checks: 2
260. |Ġme [c4 a0 6d 65 ] | 8546602  | 0 ms | 20 ms | num. checks: 0
261. |ĠHowever [c4 a0 48 6f 77 65 76 65 72 ] | 8532597  | 0 ms | 0 ms | num. checks: 0
262. |Ġgen [c4 a0 67 65 6e ] | 8498483  | 27 ms | 38 ms | num. checks: 100
263. |ous [6f 75 73 ] | 8446776  | 25 ms | 147 ms | num. checks: 100
264. |Ġprotein [c4 a0 70 72 6f 74 65 69 6e ] | 8406992  | 48 ms | 51 ms | num. checks: 100
265. |Ġunder [c4 a0 75 6e 64 65 72 ] | 8333774  | 0 ms | 11 ms | num. checks: 0
266. |form [66 6f 72 6d ] | 8316032  | 3 ms | 54 ms | num. checks: 1
267. |Ġ4 [c4 a0 34 ] | 8295635  | 0 ms | 39 ms | num. checks: 0
268. |Figure [46 69 67 75 72 65 ] | 8262100  | 17 ms | 19 ms | num. checks: 2
269. |up [75 70 ] | 8256341  | 13 ms | 146 ms | num. checks: 1
270. |Ġ5 [c4 a0 35 ] | 8252452  | 0 ms | 46 ms | num. checks: 0
271. |ap [61 70 ] | 8224265  | 40 ms | 360 ms | num. checks: 100
272. |ors [6f 72 73 ] | 8185330  | 47 ms | 116 ms | num. checks: 100
273. |The [54 68 65 ] | 8160638  | 7 ms | 17 ms | num. checks: 2
274. |ĠTh [c4 a0 54 68 ] | 8129303  | 6 ms | 45 ms | num. checks: 1
275. |ĠO [c4 a0 4f ] | 8097264  | 24 ms | 219 ms | num. checks: 2
276. |Ġnumber [c4 a0 6e 75 6d 62 65 72 ] | 8092488  | 0 ms | 0 ms | num. checks: 0
277. |Ġidentif [c4 a0 69 64 65 6e 74 69 66 ] | 8053311  | 51 ms | 53 ms | num. checks: 100
278. |ru [72 75 ] | 7936879  | 32 ms | 140 ms | num. checks: 100
279. |ff [66 66 ] | 7881130  | 40 ms | 151 ms | num. checks: 100
280. |Ġexpression [c4 a0 65 78 70 72 65 73 73 69 6f 6e ] | 7851902  | 0 ms | 1 ms | num. checks: 0
281. |Ġresults [c4 a0 72 65 73 75 6c 74 73 ] | 7835406  | 0 ms | 0 ms | num. checks: 0
282. |ell [65 6c 6c ] | 7821465  | 37 ms | 263 ms | num. checks: 100
283. |Ġsuggest [c4 a0 73 75 67 67 65 73 74 ] | 7737804  | 0 ms | 0 ms | num. checks: 0
284. |ard [61 72 64 ] | 7686344  | 19 ms | 152 ms | num. checks: 100
285. |Ġint [c4 a0 69 6e 74 ] | 7641814  | 33 ms | 77 ms | num. checks: 100
286. |Ġmethod [c4 a0 6d 65 74 68 6f 64 ] | 7630065  | 0 ms | 0 ms | num. checks: 0
287. |ide [69 64 65 ] | 7591004  | 15 ms | 233 ms | num. checks: 1
288. |Ġpresent [c4 a0 70 72 65 73 65 6e 74 ] | 7569626  | 0 ms | 1 ms | num. checks: 0
289. |ance [61 6e 63 65 ] | 7563897  | 33 ms | 74 ms | num. checks: 100
290. |age [61 67 65 ] | 7537114  | 25 ms | 76 ms | num. checks: 100
291. |Ġit [c4 a0 69 74 ] | 7484644  | 15 ms | 18 ms | num. checks: 2
292. |olog [6f 6c 6f 67 ] | 7462078  | 0 ms | 146 ms | num. checks: 0
293. |Ġdescribed [c4 a0 64 65 73 63 72 69 62 65 64 ] | 7412385  | 0 ms | 0 ms | num. checks: 0
294. |Ġtwo [c4 a0 74 77 6f ] | 7412032  | 6 ms | 6 ms | num. checks: 100
295. |., [2e 2c ] | 7378788  | 0 ms | 0 ms | num. checks: 0
296. |Ġdemonstr [c4 a0 64 65 6d 6f 6e 73 74 72 ] | 7349788  | 0 ms | 0 ms | num. checks: 0
297. |Ġtime [c4 a0 74 69 6d 65 ] | 7280250  | 21 ms | 22 ms | num. checks: 100
