None of PyTorch, TensorFlow >= 2.0, or Flax have been found. Models won't be available and only tokenizers, configuration and file/data utilities can be used.
Trie constructed
shortlist size: 100
Word counts size: 5459833
Token set size: 0
Empty token set size selected -> all possible substrings with...
Max token size: 60
Min. word count: 1
Final candidate token set size: 130927124
Initial setup phase: 464657 ms
1. |Ġ [c4 a0 ] | 70904806  | 44289 ms | 80262 ms | num. checks: 130927124
25. |을 [ec 9d 84 ] | 3230287  | 218 ms | 2133 ms | num. checks: 40
26. |기 [ea b8 b0 ] | 3189828  | 200 ms | 2276 ms | num. checks: 38
27. |스 [ec 8a a4 ] | 3066660  | 200 ms | 3169 ms | num. checks: 37
28. |도 [eb 8f 84 ] | 2965400  | 192 ms | 2626 ms | num. checks: 35
29. |� [ec 97 ] | 2893447  | 220 ms | 3632 ms | num. checks: 33
30. |� [ec 9e ] | 2876507  | 202 ms | 4101 ms | num. checks: 31
31. |Ġ� [c4 a0 ec 9e ] | 2860612  | 200 ms | 1214 ms | num. checks: 23
32. |라 [eb 9d bc ] | 2592626  | 151 ms | 2711 ms | num. checks: 8
33. |어 [ec 96 b4 ] | 2580322  | 206 ms | 1239 ms | num. checks: 18
34. |한 [ed 95 9c ] | 2545531  | 197 ms | 1137 ms | num. checks: 17
35. |시 [ec 8b 9c ] | 2441600  | 197 ms | 1994 ms | num. checks: 16
36. |은 [ec 9d 80 ] | 2351623  | 159 ms | 1678 ms | num. checks: 15
37. |� [ea b5 ] | 2268709  | 176 ms | 3625 ms | num. checks: 13
38. |Ġ� [c4 a0 ec a0 ] | 2214734  | 161 ms | 1400 ms | num. checks: 12
39. |과 [ea b3 bc ] | 2205256  | 74 ms | 1647 ms | num. checks: 1
40. |Ġ그 [c4 a0 ea b7 b8 ] | 2193286  | 145 ms | 280 ms | num. checks: 10
41. |�� [82 ac ] | 2161256  | 166 ms | 2942 ms | num. checks: 5
42. |�다 [88 eb 8b a4 ] | 2159357  | 207 ms | 826 ms | num. checks: 7
43. |�� [8c 80 ] | 2102126  | 125 ms | 2066 ms | num. checks: 4
44. |� [ec 95 ] | 2097817  | 129 ms | 3029 ms | num. checks: 3
45. |나 [eb 82 98 ] | 2004004  | 64 ms | 1381 ms | num. checks: 1
46. |Ġ1 [c4 a0 31 ] | 1987198  | 0 ms | 9 ms | num. checks: 0
47. |들 [eb 93 a4 ] | 1969550  | 351 ms | 1523 ms | num. checks: 100
48. |되 [eb 90 98 ] | 1952234  | 154 ms | 733 ms | num. checks: 100
49. |Ġ� [c4 a0 ea b0 ] | 1921246  | 183 ms | 1040 ms | num. checks: 100
50. |� [ec 84 ] | 1905505  | 143 ms | 2926 ms | num. checks: 5
51. |부 [eb b6 80 ] | 1904560  | 200 ms | 1697 ms | num. checks: 36
52. |하였 [ed 95 98 ec 98 80 ] | 1878183  | 182 ms | 518 ms | num. checks: 29
53. |으며 [ec 9c bc eb a9 b0 ] | 1815235  | 183 ms | 411 ms | num. checks: 27
54. |Ġ� [c4 a0 eb b0 ] | 1771702  | 183 ms | 1126 ms | num. checks: 22
55. |Ġ� [c4 a0 ec 95 ] | 1703162  | 0 ms | 1230 ms | num. checks: 0
56. |와 [ec 99 80 ] | 1674054  | 105 ms | 1434 ms | num. checks: 3
57. |� [ec 9a ] | 1624596  | 189 ms | 2068 ms | num. checks: 15
58. |� [ec 9b ] | 1621052  | 141 ms | 1771 ms | num. checks: 14
59. |Ġ� [c4 a0 ec 9d ] | 1619423  | 139 ms | 955 ms | num. checks: 13
60. |� [ea b2 ] | 1585984  | 84 ms | 2065 ms | num. checks: 1
61. |Ġ수 [c4 a0 ec 88 98 ] | 1572510  | 140 ms | 475 ms | num. checks: 10
62. |Ġ지 [c4 a0 ec a7 80 ] | 1539346  | 0 ms | 342 ms | num. checks: 0
63. |Ġ� [c4 a0 ec 84 ] | 1503709  | 0 ms | 944 ms | num. checks: 0
64. |Ġ� [c4 a0 ec 97 ] | 1493117  | 0 ms | 815 ms | num. checks: 0
65. |Ġ시 [c4 a0 ec 8b 9c ] | 1474472  | 0 ms | 309 ms | num. checks: 0
66. |에서 [ec 97 90 ec 84 9c ] | 1465966  | 141 ms | 2388 ms | num. checks: 1
67. |Ġ� [c4 a0 ea b2 ] | 1450599  | 50 ms | 554 ms | num. checks: 3
68. |Ġ기 [c4 a0 ea b8 b0 ] | 1438396  | 0 ms | 344 ms | num. checks: 0
69. |Ġ20 [c4 a0 32 30 ] | 1422428  | 0 ms | 17 ms | num. checks: 0
70. |� [eb a0 ] | 1419463  | 143 ms | 1911 ms | num. checks: 100
71. |� [eb a7 ] | 1397955  | 139 ms | 2376 ms | num. checks: 100
72. |트 [ed 8a b8 ] | 1385702  | 151 ms | 1406 ms | num. checks: 100
73. |인 [ec 9d b8 ] | 1351586  | 124 ms | 1640 ms | num. checks: 100
74. |� [eb 8b ] | 1326495  | 168 ms | 2152 ms | num. checks: 100
75. |주 [ec a3 bc ] | 1306250  | 203 ms | 1301 ms | num. checks: 100
76. |수 [ec 88 98 ] | 1277256  | 202 ms | 1178 ms | num. checks: 100
77. |드 [eb 93 9c ] | 1268372  | 160 ms | 995 ms | num. checks: 100
78. |Ġ� [c4 a0 ea b3 ] | 1242214  | 156 ms | 1007 ms | num. checks: 100
79. |르 [eb a5 b4 ] | 1235602  | 43 ms | 1147 ms | num. checks: 1
80. |Ġ� [c4 a0 eb a7 ] | 1233374  | 154 ms | 776 ms | num. checks: 100
81. |� [ed 96 ] | 1229075  | 115 ms | 993 ms | num. checks: 6
82. |상 [ec 83 81 ] | 1222476  | 157 ms | 1034 ms | num. checks: 100
83. |해 [ed 95 b4 ] | 1213701  | 196 ms | 954 ms | num. checks: 100
84. |� [eb b0 ] | 1189424  | 199 ms | 2326 ms | num. checks: 100
85. |화 [ed 99 94 ] | 1172110  | 199 ms | 1135 ms | num. checks: 100
86. |� [ea b0 ] | 1133070  | 199 ms | 1612 ms | num. checks: 100
87. |Ġ� [c4 a0 eb 8b ] | 1104693  | 203 ms | 706 ms | num. checks: 100
88. |� [eb a9 ] | 1089049  | 106 ms | 1289 ms | num. checks: 2
89. |� [ec 8b ] | 1088749  | 161 ms | 1670 ms | num. checks: 100
90. |Ġ중 [c4 a0 ec a4 91 ] | 1079896  | 199 ms | 479 ms | num. checks: 100
91. |치 [ec b9 98 ] | 1069126  | 28 ms | 677 ms | num. checks: 1
92. |Ġ� [c4 a0 ec 98 ] | 1067733  | 202 ms | 915 ms | num. checks: 59
93. |동 [eb 8f 99 ] | 1065606  | 203 ms | 1136 ms | num. checks: 4
94. |사 [ec 82 ac ] | 1057828  | 160 ms | 2250 ms | num. checks: 100
95. |� [ec 9c ] | 1057369  | 157 ms | 1837 ms | num. checks: 100
96. |터 [ed 84 b0 ] | 1039726  | 156 ms | 1081 ms | num. checks: 100
97. |Ġ대 [c4 a0 eb 8c 80 ] | 1032324  | 156 ms | 647 ms | num. checks: 100
98. |자 [ec 9e 90 ] | 1030967  | 117 ms | 1673 ms | num. checks: 1
99. |Ġ� [c4 a0 ec 9c ] | 1025929  | 131 ms | 684 ms | num. checks: 92
100. |Ġ� [c4 a0 ea b5 ] | 1017608  | 0 ms | 839 ms | num. checks: 0
101. |Ġ주 [c4 a0 ec a3 bc ] | 1015556  | 0 ms | 216 ms | num. checks: 0
102. |Ġ사 [c4 a0 ec 82 ac ] | 1012631  | 0 ms | 477 ms | num. checks: 0
103. |� [eb 9e ] | 990364  | 120 ms | 1081 ms | num. checks: 5
104. |� [eb ac ] | 965079  | 132 ms | 1725 ms | num. checks: 66
105. |� [ea b3 ] | 957644  | 141 ms | 1697 ms | num. checks: 63
106. |� [eb b3 ] | 957494  | 134 ms | 1974 ms | num. checks: 60
107. |대 [eb 8c 80 ] | 954427  | 141 ms | 1463 ms | num. checks: 58
108. |Ġ� [c4 a0 eb b6 ] | 947659  | 115 ms | 750 ms | num. checks: 55
109. |� [ec a7 ] | 947262  | 71 ms | 1128 ms | num. checks: 2
110. |회 [ed 9a 8c ] | 942970  | 117 ms | 1303 ms | num. checks: 53
111. |Ġ� [c4 a0 eb 82 ] | 940783  | 121 ms | 658 ms | num. checks: 49
112. |일 [ec 9d bc ] | 940712  | 43 ms | 576 ms | num. checks: 3
113. |명 [eb aa 85 ] | 925600  | 118 ms | 446 ms | num. checks: 47
114. |된 [eb 90 9c ] | 907106  | 107 ms | 199 ms | num. checks: 24
115. |Ġ� [c4 a0 eb 8f ] | 906169  | 126 ms | 761 ms | num. checks: 43
116. |러 [eb 9f ac ] | 900792  | 12 ms | 280 ms | num. checks: 1
117. |Ġ� [c4 a0 eb b3 ] | 896315  | 107 ms | 625 ms | num. checks: 41
118. |� [ec 98 ] | 891241  | 110 ms | 1960 ms | num. checks: 5
119. |국 [ea b5 ad ] | 870454  | 112 ms | 1084 ms | num. checks: 36
120. |아 [ec 95 84 ] | 862700  | 103 ms | 1300 ms | num. checks: 35
121. |적 [ec a0 81 ] | 856918  | 116 ms | 606 ms | num. checks: 34
122. |Ġ� [c4 a0 eb aa ] | 830519  | 98 ms | 484 ms | num. checks: 33
123. |� [eb 8d ] | 825947  | 84 ms | 1231 ms | num. checks: 3
124. |하여 [ed 95 98 ec 97 ac ] | 825254  | 108 ms | 201 ms | num. checks: 31
125. |� [ed 98 ] | 816690  | 103 ms | 1515 ms | num. checks: 29
126. |Ġ등 [c4 a0 eb 93 b1 ] | 816464  | 96 ms | 139 ms | num. checks: 28
127. |었다 [ec 97 88 eb 8b a4 ] | 796955  | 73 ms | 389 ms | num. checks: 5
128. |� [eb b2 ] | 783414  | 108 ms | 1465 ms | num. checks: 26
129. |이다 [ec 9d b4 eb 8b a4 ] | 770482  | 106 ms | 786 ms | num. checks: 25
130. |� [ec b2 ] | 768793  | 100 ms | 1576 ms | num. checks: 24
131. |월 [ec 9b 94 ] | 766319  | 102 ms | 167 ms | num. checks: 23
132. |Ġ조 [c4 a0 ec a1 b0 ] | 759060  | 98 ms | 397 ms | num. checks: 3
133. |� [ed 83 ] | 754749  | 106 ms | 1360 ms | num. checks: 2
134. |장 [ec 9e a5 ] | 753638  | 105 ms | 1181 ms | num. checks: 20
135. |Ġ있 [c4 a0 ec 9e 88 ] | 742359  | 96 ms | 107 ms | num. checks: 17
136. |� [ec 86 ] | 738904  | 104 ms | 1488 ms | num. checks: 4
137. |정 [ec a0 95 ] | 738892  | 105 ms | 1210 ms | num. checks: 15
138. |� [eb a6 ] | 727111  | 86 ms | 924 ms | num. checks: 12
139. |조 [ec a1 b0 ] | 719958  | 99 ms | 811 ms | num. checks: 11
140. |성 [ec 84 b1 ] | 718682  | 84 ms | 1023 ms | num. checks: 10
141. |산 [ec 82 b0 ] | 716126  | 86 ms | 874 ms | num. checks: 8
142. |게 [ea b2 8c ] | 715995  | 67 ms | 912 ms | num. checks: 7
143. |Ġ� [c4 a0 ec 83 ] | 711978  | 60 ms | 514 ms | num. checks: 6
144. |Ġ가 [c4 a0 ea b0 80 ] | 711165  | 0 ms | 323 ms | num. checks: 0
145. |비 [eb b9 84 ] | 705210  | 62 ms | 798 ms | num. checks: 2
146. |� [eb af ] | 702477  | 47 ms | 1229 ms | num. checks: 3
147. |Ġ전 [c4 a0 ec a0 84 ] | 687173  | 36 ms | 486 ms | num. checks: 2
148. |Ġ미 [c4 a0 eb af b8 ] | 686230  | 0 ms | 261 ms | num. checks: 0
149. |Ġ19 [c4 a0 31 39 ] | 684705  | 0 ms | 4 ms | num. checks: 0
150. |까지 [ea b9 8c ec a7 80 ] | 679314  | 98 ms | 447 ms | num. checks: 100
151. |Ġ소 [c4 a0 ec 86 8c ] | 668124  | 126 ms | 380 ms | num. checks: 100
152. |학 [ed 95 99 ] | 655006  | 82 ms | 1474 ms | num. checks: 1
153. |Ġ아 [c4 a0 ec 95 84 ] | 651603  | 119 ms | 719 ms | num. checks: 100
154. |전 [ec a0 84 ] | 648235  | 65 ms | 1000 ms | num. checks: 1
155. |Ġ비 [c4 a0 eb b9 84 ] | 640444  | 84 ms | 366 ms | num. checks: 100
156. |Ġ� [c4 a0 ec 8b ] | 637873  | 0 ms | 558 ms | num. checks: 0
157. |Ġ되 [c4 a0 eb 90 98 ] | 632968  | 0 ms | 19 ms | num. checks: 0
158. |Ġ스 [c4 a0 ec 8a a4 ] | 620034  | 0 ms | 355 ms | num. checks: 0
159. |원 [ec 9b 90 ] | 615581  | 82 ms | 1351 ms | num. checks: 1
160. |Ġ있다 [c4 a0 ec 9e 88 eb 8b a4 ] | 611725  | 0 ms | 1 ms | num. checks: 0
161. |구 [ea b5 ac ] | 608982  | 80 ms | 1036 ms | num. checks: 35
162. |�� [9b 84 ] | 607383  | 44 ms | 362 ms | num. checks: 6
163. |Ġ� [c4 a0 ed 98 ] | 604771  | 43 ms | 401 ms | num. checks: 5
164. |Ġ때 [c4 a0 eb 95 8c ] | 593238  | 0 ms | 6 ms | num. checks: 0
165. |관 [ea b4 80 ] | 591452  | 28 ms | 793 ms | num. checks: 1
166. |Ġ2 [c4 a0 32 ] | 588085  | 0 ms | 4 ms | num. checks: 0
167. |Ġ� [c4 a0 eb ac ] | 584049  | 63 ms | 498 ms | num. checks: 100
168. |하는 [ed 95 98 eb 8a 94 ] | 577992  | 13 ms | 155 ms | num. checks: 1
169. |Ġ제 [c4 a0 ec a0 9c ] | 572966  | 32 ms | 239 ms | num. checks: 7
170. |크 [ed 81 ac ] | 572770  | 23 ms | 631 ms | num. checks: 1
171. |Ġ관 [c4 a0 ea b4 80 ] | 571198  | 12 ms | 141 ms | num. checks: 1
172. |Ġformula [c4 a0 66 6f 72 6d 75 6c 61 ] | 570360  | 0 ms | 0 ms | num. checks: 0
173. |Ġ� [c4 a0 ec 9a ] | 563476  | 96 ms | 543 ms | num. checks: 100
174. |� [e3 80 ] | 562321  | 0 ms | 7 ms | num. checks: 0
175. |제 [ec a0 9c ] | 559279  | 100 ms | 1088 ms | num. checks: 100
176. |� [eb 82 ] | 554072  | 38 ms | 633 ms | num. checks: 1
177. |Ġ함께 [c4 a0 ed 95 a8 ea bb 98 ] | 551015  | 99 ms | 101 ms | num. checks: 100
178. |카 [ec b9 b4 ] | 549930  | 0 ms | 599 ms | num. checks: 0
179. |만 [eb a7 8c ] | 549504  | 80 ms | 931 ms | num. checks: 100
180. |Ġ일 [c4 a0 ec 9d bc ] | 546194  | 53 ms | 260 ms | num. checks: 100
181. |했다 [ed 96 88 eb 8b a4 ] | 545753  | 12 ms | 138 ms | num. checks: 1
182. |Ġ정 [c4 a0 ec a0 95 ] | 543969  | 63 ms | 392 ms | num. checks: 100
183. |면 [eb a9 b4 ] | 538561  | 44 ms | 550 ms | num. checks: 1
184. |Ġ한 [c4 a0 ed 95 9c ] | 536989  | 62 ms | 402 ms | num. checks: 100
185. |Ġ다 [c4 a0 eb 8b a4 ] | 533887  | 0 ms | 204 ms | num. checks: 0
186. |Ġ� [c4 a0 ed 99 ] | 531001  | 0 ms | 368 ms | num. checks: 0
187. |� [eb a1 ] | 526823  | 47 ms | 654 ms | num. checks: 1
188. |Ġ프 [c4 a0 ed 94 84 ] | 521122  | 86 ms | 291 ms | num. checks: 100
189. |� [ea b7 ] | 516525  | 44 ms | 794 ms | num. checks: 3
190. |프 [ed 94 84 ] | 515832  | 44 ms | 598 ms | num. checks: 11
191. |Ġ것 [c4 a0 ea b2 83 ] | 513409  | 0 ms | 6 ms | num. checks: 0
192. |Ġ� [c4 a0 ec b2 ] | 511504  | 44 ms | 420 ms | num. checks: 9
193. |거 [ea b1 b0 ] | 510800  | 47 ms | 443 ms | num. checks: 3
194. |용 [ec 9a a9 ] | 510436  | 48 ms | 460 ms | num. checks: 100
195. |차 [ec b0 a8 ] | 508574  | 45 ms | 363 ms | num. checks: 6
196. |Ġ� [c4 a0 eb b2 ] | 505166  | 78 ms | 437 ms | num. checks: 100
197. |Ġ� [c4 a0 ec b6 ] | 501874  | 0 ms | 267 ms | num. checks: 0
198. |분 [eb b6 84 ] | 501504  | 12 ms | 279 ms | num. checks: 1
199. |Ġ자 [c4 a0 ec 9e 90 ] | 498966  | 26 ms | 332 ms | num. checks: 1
200. |Ġ또 [c4 a0 eb 98 90 ] | 490446  | 0 ms | 2 ms | num. checks: 0
201. |� [ed 86 ] | 483703  | 69 ms | 947 ms | num. checks: 100
202. |Ġ� [c4 a0 ec a7 ] | 482499  | 70 ms | 392 ms | num. checks: 100
203. |히 [ed 9e 88 ] | 480592  | 6 ms | 138 ms | num. checks: 1
204. |Ġ� [c4 a0 ec 96 ] | 479065  | 71 ms | 364 ms | num. checks: 100
205. |루 [eb a3 a8 ] | 478698  | 18 ms | 427 ms | num. checks: 1
206. |Ġ인 [c4 a0 ec 9d b8 ] | 474373  | 72 ms | 370 ms | num. checks: 100
207. |Ġ경 [c4 a0 ea b2 bd ] | 471162  | 0 ms | 261 ms | num. checks: 0
208. |하고 [ed 95 98 ea b3 a0 ] | 467379  | 12 ms | 132 ms | num. checks: 1
209. |Ġ통 [c4 a0 ed 86 b5 ] | 464914  | 72 ms | 182 ms | num. checks: 74
210. |우 [ec 9a b0 ] | 464503  | 55 ms | 781 ms | num. checks: 4
211. |키 [ed 82 a4 ] | 463948  | 83 ms | 574 ms | num. checks: 17
212. |�� [8a b9 ] | 462431  | 64 ms | 403 ms | num. checks: 16
213. |� [eb a5 ] | 461391  | 41 ms | 456 ms | num. checks: 9
214. |Ġ공 [c4 a0 ea b3 b5 ] | 455250  | 65 ms | 378 ms | num. checks: 14
215. |Ġ� [c4 a0 ed 8f ] | 455024  | 0 ms | 355 ms | num. checks: 0
216. |Ġ유 [c4 a0 ec 9c a0 ] | 454111  | 0 ms | 329 ms | num. checks: 0
217. |생 [ec 83 9d ] | 453954  | 14 ms | 355 ms | num. checks: 1
218. |Ġ위 [c4 a0 ec 9c 84 ] | 450797  | 67 ms | 180 ms | num. checks: 9
219. |하였다 [ed 95 98 ec 98 80 eb 8b a4 ] | 448205  | 10 ms | 124 ms | num. checks: 1
220. |Ġ� [c4 a0 ec b0 ] | 438888  | 72 ms | 313 ms | num. checks: 7
221. |양 [ec 96 91 ] | 437960  | 16 ms | 371 ms | num. checks: 1
222. |Ġ보 [c4 a0 eb b3 b4 ] | 433712  | 62 ms | 320 ms | num. checks: 5
223. |선 [ec 84 a0 ] | 430141  | 52 ms | 713 ms | num. checks: 3
224. |계 [ea b3 84 ] | 426921  | 46 ms | 648 ms | num. checks: 3
225. |� [ed 8c ] | 426276  | 40 ms | 886 ms | num. checks: 2
226. |Ġ거 [c4 a0 ea b1 b0 ] | 424974  | 8 ms | 93 ms | num. checks: 1
227. |Ġ3 [c4 a0 33 ] | 418310  | 0 ms | 2 ms | num. checks: 0
228. |문 [eb ac b8 ] | 418236  | 104 ms | 782 ms | num. checks: 100
229. |교 [ea b5 90 ] | 417078  | 69 ms | 1130 ms | num. checks: 100
230. |Ġ하 [c4 a0 ed 95 98 ] | 414861  | 78 ms | 294 ms | num. checks: 100
231. |종 [ec a2 85 ] | 414582  | 56 ms | 309 ms | num. checks: 5
232. |위 [ec 9c 84 ] | 413847  | 57 ms | 723 ms | num. checks: 100
233. |Ġ� [c4 a0 ed 95 ] | 413787  | 89 ms | 370 ms | num. checks: 100
234. |표 [ed 91 9c ] | 411616  | 28 ms | 199 ms | num. checks: 2
235. |중 [ec a4 91 ] | 402416  | 74 ms | 515 ms | num. checks: 100
236. |Ġ부 [c4 a0 eb b6 80 ] | 402382  | 62 ms | 356 ms | num. checks: 100
237. |Ġ최 [c4 a0 ec b5 9c ] | 399566  | 0 ms | 114 ms | num. checks: 0
238. |니 [eb 8b 88 ] | 398805  | 48 ms | 699 ms | num. checks: 1
239. |Ġ원 [c4 a0 ec 9b 90 ] | 398610  | 77 ms | 206 ms | num. checks: 13
240. |신 [ec 8b a0 ] | 396264  | 74 ms | 631 ms | num. checks: 6
241. |포 [ed 8f ac ] | 394090  | 76 ms | 499 ms | num. checks: 100
242. |모 [eb aa a8 ] | 388470  | 76 ms | 461 ms | num. checks: 7
243. |었 [ec 97 88 ] | 388340  | 75 ms | 588 ms | num. checks: 6
244. |� [ea b8 ] | 385804  | 79 ms | 668 ms | num. checks: 100
245. |마 [eb a7 88 ] | 384699  | 59 ms | 826 ms | num. checks: 7
246. |Ġ노 [c4 a0 eb 85 b8 ] | 381324  | 71 ms | 245 ms | num. checks: 100
247. |며 [eb a9 b0 ] | 380777  | 30 ms | 376 ms | num. checks: 2
248. |티 [ed 8b b0 ] | 374466  | 69 ms | 482 ms | num. checks: 100
249. |Ġ따 [c4 a0 eb 94 b0 ] | 372732  | 44 ms | 57 ms | num. checks: 3
250. |세 [ec 84 b8 ] | 371368  | 35 ms | 450 ms | num. checks: 1
251. |Ġ� [c4 a0 ed 8c ] | 370434  | 106 ms | 461 ms | num. checks: 100
252. |Ġ대한민국 [c4 a0 eb 8c 80 ed 95 9c eb af bc ea b5 ad ] | 369032  | 0 ms | 11 ms | num. checks: 0
253. |Ġ� [c4 a0 ed 83 ] | 368725  | 0 ms | 307 ms | num. checks: 0
254. |디 [eb 94 94 ] | 368236  | 47 ms | 369 ms | num. checks: 2
255. |진 [ec a7 84 ] | 367921  | 87 ms | 497 ms | num. checks: 100
256. |Ġ� [c4 a0 ec b9 ] | 366606  | 72 ms | 498 ms | num. checks: 100
257. |Ġ� [c4 a0 ec 99 ] | 364002  | 0 ms | 249 ms | num. checks: 0
258. |Ġ모 [c4 a0 eb aa a8 ] | 362003  | 0 ms | 163 ms | num. checks: 0
259. |Ġ연 [c4 a0 ec 97 b0 ] | 361928  | 0 ms | 237 ms | num. checks: 0
260. |Ġ동 [c4 a0 eb 8f 99 ] | 361860  | 0 ms | 269 ms | num. checks: 0
261. |Ġ개 [c4 a0 ea b0 9c ] | 359365  | 0 ms | 163 ms | num. checks: 0
262. |소 [ec 86 8c ] | 357307  | 55 ms | 830 ms | num. checks: 1
263. |Ġ발 [c4 a0 eb b0 9c ] | 353357  | 89 ms | 235 ms | num. checks: 100
264. |Ġ의 [c4 a0 ec 9d 98 ] | 352531  | 0 ms | 129 ms | num. checks: 0
265. |Ġ나 [c4 a0 eb 82 98 ] | 352181  | 0 ms | 173 ms | num. checks: 0
266. |� [eb 9f ] | 348504  | 21 ms | 446 ms | num. checks: 1
267. |Ġ선 [c4 a0 ec 84 a0 ] | 347608  | 85 ms | 253 ms | num. checks: 100
268. |Ġ두 [c4 a0 eb 91 90 ] | 346794  | 0 ms | 50 ms | num. checks: 0
269. |역 [ec 97 ad ] | 346607  | 84 ms | 584 ms | num. checks: 5
270. |보 [eb b3 b4 ] | 346580  | 69 ms | 1036 ms | num. checks: 4
271. |타 [ed 83 80 ] | 345078  | 66 ms | 691 ms | num. checks: 100
272. |군 [ea b5 b0 ] | 343824  | 43 ms | 562 ms | num. checks: 2
273. |에는 [ec 97 90 eb 8a 94 ] | 343580  | 26 ms | 345 ms | num. checks: 1
274. |Ġ이후 [c4 a0 ec 9d b4 ed 9b 84 ] | 341850  | 64 ms | 66 ms | num. checks: 34
275. |노 [eb 85 b8 ] | 340094  | 0 ms | 525 ms | num. checks: 0
276. |되었다 [eb 90 98 ec 97 88 eb 8b a4 ] | 339318  | 67 ms | 156 ms | num. checks: 21
277. |코 [ec bd 94 ] | 338944  | 65 ms | 470 ms | num. checks: 19
278. |� [ec a1 ] | 338924  | 65 ms | 465 ms | num. checks: 18
279. |Ġ� [c4 a0 eb 8d ] | 338732  | 59 ms | 207 ms | num. checks: 17
280. |한다 [ed 95 9c eb 8b a4 ] | 336474  | 28 ms | 148 ms | num. checks: 2
281. |간 [ea b0 84 ] | 336320  | 66 ms | 391 ms | num. checks: 15
282. |Ġ마 [c4 a0 eb a7 88 ] | 334866  | 67 ms | 378 ms | num. checks: 14
283. |Ġ영 [c4 a0 ec 98 81 ] | 331859  | 0 ms | 169 ms | num. checks: 0
284. |권 [ea b6 8c ] | 329996  | 12 ms | 295 ms | num. checks: 1
285. |Ġ오 [c4 a0 ec 98 a4 ] | 329345  | 65 ms | 392 ms | num. checks: 11
286. |체 [ec b2 b4 ] | 329236  | 63 ms | 547 ms | num. checks: 3
287. |식 [ec 8b 9d ] | 329069  | 70 ms | 492 ms | num. checks: 9
288. |공 [ea b3 b5 ] | 329010  | 64 ms | 828 ms | num. checks: 8
289. |Ġ구 [c4 a0 ea b5 ac ] | 327927  | 65 ms | 275 ms | num. checks: 7
290. |레 [eb a0 88 ] | 327789  | 54 ms | 774 ms | num. checks: 2
291. |� [eb 93 ] | 326481  | 37 ms | 623 ms | num. checks: 5
292. |Ġ세 [c4 a0 ec 84 b8 ] | 323865  | 38 ms | 260 ms | num. checks: 4
293. |� [ec b6 ] | 323685  | 26 ms | 586 ms | num. checks: 1
294. |Ġ고 [c4 a0 ea b3 a0 ] | 322781  | 30 ms | 361 ms | num. checks: 2
295. |Ġ리 [c4 a0 eb a6 ac ] | 322210  | 0 ms | 134 ms | num. checks: 0
296. |Ġ《 [c4 a0 e3 80 8a ] | 320980  | 0 ms | 0 ms | num. checks: 0
297. |Ġ201 [c4 a0 32 30 31 ] | 320962  | 0 ms | 10 ms | num. checks: 1
298. |미 [eb af b8 ] | 320944  | 67 ms | 686 ms | num. checks: 100
299. |� [ec a6 ] | 320183  | 40 ms | 528 ms | num. checks: 100
